Fecha,Turno,Máquina,Planificado,Fabricado,Defectuosos,TiempoParada_min
2023-02-06,Mañana,Línea-3,123,115,6,24
2023-02-06,Mañana,Línea-4,108,97,0,29
2023-02-06,Mañana,Línea-5,125,125,3,8
2023-02-06,Tarde,Línea-1,135,131,5,16
2023-02-06,Tarde,Línea-2,111,110,0,45
2023-02-06,Tarde,Línea-3,132,129,6,25
2023-02-06,Tarde,Línea-4,88,82,1,0
2023-02-06,Tarde,Línea-5,117,106,7,0
2023-02-06,Noche,Línea-1,83,83,6,13
2023-02-06,Noche,Línea-2,82,80,5,41
2023-02-06,Noche,Línea-3,131,120,10,7
2023-02-06,Noche,Línea-4,94,93,6,12
2023-02-06,Noche,Línea-5,102,97,9,27
2023-02-07,Mañana,Línea-1,92,82,3,58
2023-02-07,Mañana,Línea-2,113,111,0,29
2023-02-07,Mañana,Línea-3,126,115,0,26
2023-02-07,Mañana,Línea-4,112,97,4,45
2023-02-07,Mañana,Línea-5,85,81,3,38
2023-02-07,Tarde,Línea-1,148,146,10,49
2023-02-07,Tarde,Línea-2,94,94,5,58
2023-02-07,Tarde,Línea-3,134,128,8,45
2023-02-07,Tarde,Línea-4,143,135,1,22
2023-02-07,Tarde,Línea-5,148,133,3,30
2023-02-07,Noche,Línea-1,137,135,10,4
2023-02-07,Noche,Línea-2,104,104,0,10
2023-02-07,Noche,Línea-3,148,141,9,5
2023-02-07,Noche,Línea-4,121,112,10,19
2023-02-07,Noche,Línea-5,125,116,11,4
2023-02-08,Mañana,Línea-1,130,118,5,44
2023-02-08,Mañana,Línea-2,99,93,4,16
2023-02-08,Mañana,Línea-3,97,84,8,4
2023-02-08,Mañana,Línea-4,145,138,12,46
2023-02-08,Mañana,Línea-5,132,118,1,9
2023-02-08,Tarde,Línea-1,84,77,5,38
2023-02-08,Tarde,Línea-2,122,111,0,0
2023-02-08,Tarde,Línea-3,110,100,9,5
2023-02-08,Tarde,Línea-4,147,147,10,42
2023-02-08,Tarde,Línea-5,134,119,8,17
2023-02-08,Noche,Línea-1,93,87,2,49
2023-02-08,Noche,Línea-2,88,83,6,7
2023-02-08,Noche,Línea-3,115,114,9,11
2023-02-08,Noche,Línea-4,144,132,6,40
2023-02-08,Noche,Línea-5,98,94,1,51
2023-02-09,Mañana,Línea-1,143,141,0,29
2023-02-09,Mañana,Línea-2,105,100,1,39
2023-02-09,Mañana,Línea-3,80,71,2,54
2023-02-09,Mañana,Línea-4,90,75,1,23
2023-02-09,Mañana,Línea-5,131,126,2,17
2023-02-09,Tarde,Línea-1,102,94,9,32
2023-02-09,Tarde,Línea-2,92,83,7,46
2023-02-09,Tarde,Línea-3,126,123,12,55
2023-02-09,Tarde,Línea-4,135,120,8,56
2023-02-09,Tarde,Línea-5,102,93,9,53
2023-02-09,Noche,Línea-1,146,136,12,55
2023-02-09,Noche,Línea-2,80,68,5,45
2023-02-09,Noche,Línea-3,140,128,3,9
2023-02-09,Noche,Línea-4,88,82,8,18
2023-02-09,Noche,Línea-5,80,77,5,11
2023-02-10,Mañana,Línea-1,81,73,3,5
2023-02-10,Mañana,Línea-2,85,76,1,45
2023-02-10,Mañana,Línea-3,144,136,5,2
2023-02-10,Mañana,Línea-4,145,133,3,18
2023-02-10,Mañana,Línea-5,103,103,3,14
2023-02-10,Tarde,Línea-1,118,111,0,45
2023-02-10,Tarde,Línea-2,123,109,8,13
2023-02-10,Tarde,Línea-3,106,94,3,18
2023-02-10,Tarde,Línea-4,141,137,3,1
2023-02-10,Tarde,Línea-5,107,105,3,36
2023-02-10,Noche,Línea-1,83,73,2,8
2023-02-10,Noche,Línea-2,85,73,5,47
2023-02-10,Noche,Línea-3,140,134,1,45
2023-02-10,Noche,Línea-4,101,88,7,4
2023-02-10,Noche,Línea-5,125,113,7,4
2023-02-11,Mañana,Línea-1,115,109,1,19
2023-02-11,Mañana,Línea-2,107,106,7,37
2023-02-11,Mañana,Línea-3,118,117,9,45
2023-02-11,Mañana,Línea-4,111,98,6,24
2023-02-11,Mañana,Línea-5,116,103,1,36
2023-02-11,Tarde,Línea-1,139,129,8,36
2023-02-11,Tarde,Línea-2,136,130,10,55
2023-02-11,Tarde,Línea-3,111,98,7,5
2023-02-11,Tarde,Línea-4,103,93,8,0
2023-02-11,Tarde,Línea-5,80,79,6,46
2023-02-11,Noche,Línea-1,145,137,0,28
2023-02-11,Noche,Línea-2,138,136,10,42
2023-02-11,Noche,Línea-3,108,95,4,33
2023-02-11,Noche,Línea-4,96,93,3,53
2023-02-11,Noche,Línea-5,109,95,5,31
2023-02-12,Mañana,Línea-1,96,92,0,3
2023-02-12,Mañana,Línea-2,143,140,4,36
2023-02-12,Mañana,Línea-3,139,130,5,34
2023-02-12,Mañana,Línea-4,99,85,3,33
2023-02-12,Mañana,Línea-5,116,105,1,54
2023-02-12,Tarde,Línea-1,133,128,1,20
2023-02-12,Tarde,Línea-2,139,133,2,43
2023-02-12,Tarde,Línea-3,107,92,7,24
2023-02-12,Tarde,Línea-4,82,82,3,13
2023-02-12,Tarde,Línea-5,117,102,6,39
2023-02-12,Noche,Línea-1,125,118,0,29
2023-02-12,Noche,Línea-2,88,80,0,40
2023-02-12,Noche,Línea-3,137,132,3,50
2023-02-12,Noche,Línea-4,145,139,8,21
2023-02-12,Noche,Línea-5,108,108,1,34
2023-02-13,Mañana,Línea-1,129,129,4,37
2023-02-13,Mañana,Línea-2,127,122,0,45
2023-02-13,Mañana,Línea-3,114,110,5,1
2023-02-13,Mañana,Línea-4,80,80,6,55
2023-02-13,Mañana,Línea-5,120,116,6,52
2023-02-13,Tarde,Línea-1,135,134,12,49
2023-02-13,Tarde,Línea-2,104,95,8,47
2023-02-13,Tarde,Línea-3,132,130,7,15
2023-02-13,Tarde,Línea-4,145,130,7,24
2023-02-13,Tarde,Línea-5,129,124,1,26
2023-02-13,Noche,Línea-1,130,117,10,51
2023-02-13,Noche,Línea-2,139,139,13,46
2023-02-13,Noche,Línea-3,121,107,6,24
2023-02-13,Noche,Línea-4,103,93,7,36
2023-02-13,Noche,Línea-5,129,119,10,52
2023-02-14,Mañana,Línea-1,145,134,1,16
2023-02-14,Mañana,Línea-2,115,115,2,30
2023-02-14,Mañana,Línea-3,146,145,10,38
2023-02-14,Mañana,Línea-4,149,143,11,52
2023-02-14,Mañana,Línea-5,139,138,10,42
2023-02-14,Tarde,Línea-1,118,104,3,60
2023-02-14,Tarde,Línea-2,132,132,8,6
2023-02-14,Tarde,Línea-3,103,100,10,59
2023-02-14,Tarde,Línea-4,91,82,3,27
2023-02-14,Tarde,Línea-5,148,140,5,17
2023-02-14,Noche,Línea-1,145,145,5,46
2023-02-14,Noche,Línea-2,144,142,8,47
2023-02-14,Noche,Línea-3,141,141,4,41
2023-02-14,Noche,Línea-4,109,105,6,31
2023-02-14,Noche,Línea-5,147,147,13,24
2023-02-15,Mañana,Línea-1,107,93,3,58
2023-02-15,Mañana,Línea-2,91,82,5,35
2023-02-15,Mañana,Línea-3,112,97,4,3
2023-02-15,Mañana,Línea-4,109,99,6,12
2023-02-15,Mañana,Línea-5,135,132,3,27
2023-02-15,Tarde,Línea-1,113,102,6,52
2023-02-15,Tarde,Línea-2,118,111,11,4
2023-02-15,Tarde,Línea-3,124,121,2,52
2023-02-15,Tarde,Línea-4,81,79,0,17
2023-02-15,Tarde,Línea-5,147,147,11,3
2023-02-15,Noche,Línea-1,145,145,1,44
2023-02-15,Noche,Línea-2,133,128,7,58
2023-02-15,Noche,Línea-3,130,120,5,43
2023-02-15,Noche,Línea-4,117,104,7,22
2023-02-15,Noche,Línea-5,140,133,0,40
2023-02-16,Mañana,Línea-1,119,117,0,48
2023-02-16,Mañana,Línea-2,116,113,7,48
2023-02-16,Mañana,Línea-3,97,91,4,15
2023-02-16,Mañana,Línea-4,145,140,9,38
2023-02-16,Mañana,Línea-5,106,94,2,58
2023-02-16,Tarde,Línea-1,133,132,10,53
2023-02-16,Tarde,Línea-2,133,120,10,15
2023-02-16,Tarde,Línea-3,94,83,7,18
2023-02-16,Tarde,Línea-4,140,125,1,31
2023-02-16,Tarde,Línea-5,83,76,2,17
2023-02-16,Noche,Línea-1,139,139,7,32
2023-02-16,Noche,Línea-2,85,71,3,58
2023-02-16,Noche,Línea-3,150,143,13,31
2023-02-16,Noche,Línea-4,91,82,7,42
2023-02-16,Noche,Línea-5,102,99,5,35
2023-02-17,Mañana,Línea-1,83,68,3,36
2023-02-17,Mañana,Línea-2,139,124,8,12
2023-02-17,Mañana,Línea-3,133,129,2,40
2023-02-17,Mañana,Línea-4,82,78,0,59
2023-02-17,Mañana,Línea-5,95,91,3,6
2023-02-17,Tarde,Línea-1,95,84,6,37
2023-02-17,Tarde,Línea-2,122,119,3,32
2023-02-17,Tarde,Línea-3,91,87,4,54
2023-02-17,Tarde,Línea-4,123,115,4,57
2023-02-17,Tarde,Línea-5,104,99,6,2
2023-02-17,Noche,Línea-1,125,118,2,20
2023-02-17,Noche,Línea-2,86,76,6,27
2023-02-17,Noche,Línea-3,85,81,3,7
2023-02-17,Noche,Línea-4,131,121,0,2
2023-02-17,Noche,Línea-5,129,114,5,57
2023-02-18,Mañana,Línea-1,100,99,0,13
2023-02-18,Mañana,Línea-2,150,148,11,45
2023-02-18,Mañana,Línea-3,117,116,2,16
2023-02-18,Mañana,Línea-4,94,91,7,44
2023-02-18,Mañana,Línea-5,131,129,5,3
2023-02-18,Tarde,Línea-1,105,91,3,44
2023-02-18,Tarde,Línea-2,125,111,11,10
2023-02-18,Tarde,Línea-3,137,136,4,11
2023-02-18,Tarde,Línea-4,143,142,5,46
2023-02-18,Tarde,Línea-5,145,139,4,13
2023-02-18,Noche,Línea-1,82,67,6,55
2023-02-18,Noche,Línea-2,98,89,0,12
2023-02-18,Noche,Línea-3,110,95,1,14
2023-02-18,Noche,Línea-4,127,121,5,60
2023-02-18,Noche,Línea-5,142,138,10,4
2023-02-19,Mañana,Línea-1,88,75,6,42
2023-02-19,Mañana,Línea-2,115,100,8,5
2023-02-19,Mañana,Línea-3,137,136,6,41
2023-02-19,Mañana,Línea-4,106,100,9,43
2023-02-19,Mañana,Línea-5,84,69,3,30
2023-02-19,Tarde,Línea-1,108,95,7,17
2023-02-19,Tarde,Línea-2,144,141,12,23
2023-02-19,Tarde,Línea-3,137,126,2,47
2023-02-19,Tarde,Línea-4,90,85,2,44
2023-02-19,Tarde,Línea-5,90,90,4,55
2023-02-19,Noche,Línea-1,99,88,6,54
2023-02-19,Noche,Línea-2,83,70,7,11
2023-02-19,Noche,Línea-3,129,123,10,37
2023-02-19,Noche,Línea-4,137,127,0,3
2023-02-19,Noche,Línea-5,134,134,3,34
2023-02-20,Mañana,Línea-1,97,82,0,53
2023-02-20,Mañana,Línea-2,134,133,5,58
2023-02-20,Mañana,Línea-3,122,108,7,27
2023-02-20,Mañana,Línea-4,145,131,9,0
2023-02-20,Mañana,Línea-5,109,106,2,34
2023-02-20,Tarde,Línea-1,107,99,3,36
2023-02-20,Tarde,Línea-2,101,94,0,8
2023-02-20,Tarde,Línea-3,136,135,9,36
2023-02-20,Tarde,Línea-4,114,102,9,13
2023-02-20,Tarde,Línea-5,146,140,12,38
2023-02-20,Noche,Línea-1,113,101,6,10
2023-02-20,Noche,Línea-2,117,106,8,53
2023-02-20,Noche,Línea-3,114,100,8,25
2023-02-20,Noche,Línea-4,95,94,2,60
2023-02-20,Noche,Línea-5,114,104,3,24
2023-02-21,Mañana,Línea-1,131,129,8,22
2023-02-21,Mañana,Línea-2,122,122,8,8
2023-02-21,Mañana,Línea-3,138,133,5,11
2023-02-21,Mañana,Línea-4,111,100,9,28
2023-02-21,Mañana,Línea-5,131,117,5,41
2023-02-21,Tarde,Línea-1,108,101,7,1
2023-02-21,Tarde,Línea-2,109,109,0,49
2023-02-21,Tarde,Línea-3,109,107,1,38
2023-02-21,Tarde,Línea-4,81,78,1,8
2023-02-21,Tarde,Línea-5,114,114,7,33
2023-02-21,Noche,Línea-1,110,101,8,54
2023-02-21,Noche,Línea-2,92,86,5,2
2023-02-21,Noche,Línea-3,126,123,2,58
2023-02-21,Noche,Línea-4,98,98,3,21
2023-02-21,Noche,Línea-5,149,134,7,44
2023-02-22,Mañana,Línea-1,148,135,6,19
2023-02-22,Mañana,Línea-2,138,138,5,14
2023-02-22,Mañana,Línea-3,107,99,0,52
2023-02-22,Mañana,Línea-4,96,88,2,19
2023-02-22,Mañana,Línea-5,136,122,5,33
2023-02-22,Tarde,Línea-1,137,134,11,34
2023-02-22,Tarde,Línea-2,91,83,4,41
2023-02-22,Tarde,Línea-3,130,126,5,53
2023-02-22,Tarde,Línea-4,122,111,4,45
2023-02-22,Tarde,Línea-5,137,133,4,43
2023-02-22,Noche,Línea-1,102,102,6,26
2023-02-22,Noche,Línea-2,96,86,3,26
2023-02-22,Noche,Línea-3,117,104,8,52
2023-02-22,Noche,Línea-4,136,131,7,38
2023-02-22,Noche,Línea-5,103,90,8,36
2023-02-23,Mañana,Línea-1,112,101,9,26
2023-02-23,Mañana,Línea-2,132,130,4,53
2023-02-23,Mañana,Línea-3,132,128,10,16
2023-02-23,Mañana,Línea-4,119,105,5,42
2023-02-23,Mañana,Línea-5,150,137,7,48
2023-02-23,Tarde,Línea-1,80,70,1,37
2023-02-23,Tarde,Línea-2,100,98,7,37
2023-02-23,Tarde,Línea-3,104,91,7,60
2023-02-23,Tarde,Línea-4,118,106,7,30
2023-02-23,Tarde,Línea-5,144,129,9,56
2023-02-23,Noche,Línea-1,122,118,10,7
2023-02-23,Noche,Línea-2,135,128,9,60
2023-02-23,Noche,Línea-3,148,148,0,22
2023-02-23,Noche,Línea-4,87,82,0,4
2023-02-23,Noche,Línea-5,141,126,5,24
2023-02-24,Mañana,Línea-1,114,100,0,22
2023-02-24,Mañana,Línea-2,119,105,6,37
2023-02-24,Mañana,Línea-3,102,88,6,2
2023-02-24,Mañana,Línea-4,147,135,0,16
2023-02-24,Mañana,Línea-5,89,89,6,36
2023-02-24,Tarde,Línea-1,136,135,2,5
2023-02-24,Tarde,Línea-2,143,131,9,25
2023-02-24,Tarde,Línea-3,95,84,4,28
2023-02-24,Tarde,Línea-4,113,98,8,53
2023-02-24,Tarde,Línea-5,96,82,8,14
2023-02-24,Noche,Línea-1,140,127,6,41
2023-02-24,Noche,Línea-2,99,89,5,24
2023-02-24,Noche,Línea-3,124,113,4,43
2023-02-24,Noche,Línea-4,147,133,8,23
2023-02-24,Noche,Línea-5,108,93,9,38
2023-02-25,Mañana,Línea-1,116,105,1,29
2023-02-25,Mañana,Línea-2,100,98,8,27
2023-02-25,Mañana,Línea-3,98,92,5,40
2023-02-25,Mañana,Línea-4,145,132,4,56
2023-02-25,Mañana,Línea-5,101,98,0,5
2023-02-25,Tarde,Línea-1,84,81,7,15
2023-02-25,Tarde,Línea-2,145,136,6,23
2023-02-25,Tarde,Línea-3,107,99,3,37
2023-02-25,Tarde,Línea-4,130,118,5,38
2023-02-25,Tarde,Línea-5,113,110,11,9
2023-02-25,Noche,Línea-1,113,104,3,28
2023-02-25,Noche,Línea-2,106,102,10,3
2023-02-25,Noche,Línea-3,110,104,9,48
2023-02-25,Noche,Línea-4,86,86,4,31
2023-02-25,Noche,Línea-5,119,110,8,2
2023-02-26,Mañana,Línea-1,85,76,0,7
2023-02-26,Mañana,Línea-2,123,108,6,48
2023-02-26,Mañana,Línea-3,110,99,3,20
2023-02-26,Mañana,Línea-4,148,133,7,4
2023-02-26,Mañana,Línea-5,99,92,9,22
2023-02-26,Tarde,Línea-1,99,86,7,16
2023-02-26,Tarde,Línea-2,85,81,1,15
2023-02-26,Tarde,Línea-3,130,128,6,34
2023-02-26,Tarde,Línea-4,107,96,8,45
2023-02-26,Tarde,Línea-5,87,82,3,37
2023-02-26,Noche,Línea-1,86,75,7,27
2023-02-26,Noche,Línea-2,141,137,9,26
2023-02-26,Noche,Línea-3,112,104,8,17
2023-02-26,Noche,Línea-4,119,118,9,13
2023-02-26,Noche,Línea-5,94,94,5,53
2023-02-27,Mañana,Línea-1,142,129,1,30
2023-02-27,Mañana,Línea-2,97,90,1,47
2023-02-27,Mañana,Línea-3,119,104,7,46
2023-02-27,Mañana,Línea-4,116,116,11,34
2023-02-27,Mañana,Línea-5,89,85,6,59
2023-02-27,Tarde,Línea-1,106,99,6,3
2023-02-27,Tarde,Línea-2,95,80,3,19
2023-02-27,Tarde,Línea-3,109,104,4,47
2023-02-27,Tarde,Línea-4,148,138,1,35
2023-02-27,Tarde,Línea-5,140,136,4,19
2023-02-27,Noche,Línea-1,90,82,0,59
2023-02-27,Noche,Línea-2,125,125,9,59
2023-02-27,Noche,Línea-3,138,128,12,59
2023-02-27,Noche,Línea-4,118,110,3,54
2023-02-27,Noche,Línea-5,118,113,11,13
2023-02-28,Mañana,Línea-1,108,99,1,25
2023-02-28,Mañana,Línea-2,91,87,0,20
2023-02-28,Mañana,Línea-3,129,122,7,13
2023-02-28,Mañana,Línea-4,92,89,1,42
2023-02-28,Mañana,Línea-5,112,100,8,57
2023-02-28,Tarde,Línea-1,86,79,7,32
2023-02-28,Tarde,Línea-2,106,92,7,59
2023-02-28,Tarde,Línea-3,150,148,3,17
2023-02-28,Tarde,Línea-4,147,135,8,57
2023-02-28,Tarde,Línea-5,129,125,12,28
2023-02-28,Noche,Línea-1,136,127,2,60
2023-02-28,Noche,Línea-2,98,84,0,12
2023-02-28,Noche,Línea-3,119,106,8,41
2023-02-28,Noche,Línea-4,104,98,7,29
2023-02-28,Noche,Línea-5,86,83,2,60
2023-03-01,Mañana,Línea-1,97,87,3,44
2023-03-01,Mañana,Línea-2,110,98,7,30
2023-03-01,Mañana,Línea-3,104,90,7,55
2023-03-01,Mañana,Línea-4,106,105,0,56
2023-03-01,Mañana,Línea-5,83,70,2,26
2023-03-01,Tarde,Línea-1,111,109,7,32
2023-03-01,Tarde,Línea-2,127,127,6,18
2023-03-01,Tarde,Línea-3,85,81,7,51
2023-03-01,Tarde,Línea-4,86,81,5,9
2023-03-01,Tarde,Línea-5,97,88,0,57
2023-03-01,Noche,Línea-1,139,135,7,43
2023-03-01,Noche,Línea-2,101,88,1,24
2023-03-01,Noche,Línea-3,124,122,11,33
2023-03-01,Noche,Línea-4,107,95,7,14
2023-03-01,Noche,Línea-5,108,104,10,38
2023-03-02,Mañana,Línea-1,137,125,10,49
2023-03-02,Mañana,Línea-2,96,82,4,26
2023-03-02,Mañana,Línea-3,111,103,5,27
2023-03-02,Mañana,Línea-4,115,109,10,26
2023-03-02,Mañana,Línea-5,120,109,0,20
2023-03-02,Tarde,Línea-1,128,125,7,16
2023-03-02,Tarde,Línea-2,82,68,3,19
2023-03-02,Tarde,Línea-3,146,131,8,57
2023-03-02,Tarde,Línea-4,135,130,6,54
2023-03-02,Tarde,Línea-5,101,98,5,2
2023-03-02,Noche,Línea-1,124,109,4,49
2023-03-02,Noche,Línea-2,149,143,8,2
2023-03-02,Noche,Línea-3,141,136,2,15
2023-03-02,Noche,Línea-4,124,115,7,23
2023-03-02,Noche,Línea-5,121,119,10,28
2023-03-03,Mañana,Línea-1,114,105,8,8
2023-03-03,Mañana,Línea-2,84,74,1,45
2023-03-03,Mañana,Línea-3,137,137,1,6
2023-03-03,Mañana,Línea-4,145,130,4,8
2023-03-03,Mañana,Línea-5,143,136,11,31
2023-03-03,Tarde,Línea-1,96,90,1,19
2023-03-03,Tarde,Línea-2,105,103,3,52
2023-03-03,Tarde,Línea-3,82,81,2,51
2023-03-03,Tarde,Línea-4,129,123,4,42
2023-03-03,Tarde,Línea-5,141,135,12,6
2023-03-03,Noche,Línea-1,107,95,7,39
2023-03-03,Noche,Línea-2,138,127,0,20
2023-03-03,Noche,Línea-3,125,116,5,41
2023-03-03,Noche,Línea-4,104,102,6,28
2023-03-03,Noche,Línea-5,139,132,5,37
2023-03-04,Mañana,Línea-1,124,114,0,16
2023-03-04,Mañana,Línea-2,136,122,3,17
2023-03-04,Mañana,Línea-3,102,97,7,23
2023-03-04,Mañana,Línea-4,104,102,2,28
2023-03-04,Mañana,Línea-5,107,105,3,24
2023-03-04,Tarde,Línea-1,95,82,5,58
2023-03-04,Tarde,Línea-2,140,129,1,52
2023-03-04,Tarde,Línea-3,87,84,0,39
2023-03-04,Tarde,Línea-4,140,138,6,46
2023-03-04,Tarde,Línea-5,115,107,0,21
2023-03-04,Noche,Línea-1,108,98,8,56
2023-03-04,Noche,Línea-2,144,132,13,49
2023-03-04,Noche,Línea-3,147,138,3,33
2023-03-04,Noche,Línea-4,138,129,3,29
2023-03-04,Noche,Línea-5,138,135,11,50
2023-03-05,Mañana,Línea-1,99,94,1,31
2023-03-05,Mañana,Línea-2,84,77,3,39
2023-03-05,Mañana,Línea-3,139,139,0,56
2023-03-05,Mañana,Línea-4,102,98,6,20
2023-03-05,Mañana,Línea-5,120,113,0,39
2023-03-05,Tarde,Línea-1,137,125,11,37
2023-03-05,Tarde,Línea-2,115,105,6,11
2023-03-05,Tarde,Línea-3,85,85,4,31
2023-03-05,Tarde,Línea-4,133,119,5,40
2023-03-05,Tarde,Línea-5,119,116,4,56
2023-03-05,Noche,Línea-1,139,128,7,1
2023-03-05,Noche,Línea-2,86,82,7,11
2023-03-05,Noche,Línea-3,95,81,6,10
2023-03-05,Noche,Línea-4,149,149,2,34
2023-03-05,Noche,Línea-5,143,135,13,46
2023-03-06,Mañana,Línea-1,108,94,9,47
2023-03-06,Mañana,Línea-2,143,129,9,60
2023-03-06,Mañana,Línea-3,124,118,9,16
2023-03-06,Mañana,Línea-4,138,138,13,52
2023-03-06,Mañana,Línea-5,84,83,6,46
2023-03-06,Tarde,Línea-1,96,89,8,59
2023-03-06,Tarde,Línea-2,134,131,8,15
2023-03-06,Tarde,Línea-3,138,134,2,1
2023-03-06,Tarde,Línea-4,137,130,7,17
2023-03-06,Tarde,Línea-5,123,118,4,7
2023-03-06,Noche,Línea-1,130,116,2,6
2023-03-06,Noche,Línea-2,93,89,8,40
2023-03-06,Noche,Línea-3,90,86,5,47
2023-03-06,Noche,Línea-4,86,78,0,58
2023-03-06,Noche,Línea-5,125,114,9,10
2023-03-07,Mañana,Línea-1,117,105,1,42
2023-03-07,Mañana,Línea-2,106,100,10,36
2023-03-07,Mañana,Línea-3,133,121,0,50
2023-03-07,Mañana,Línea-4,145,142,9,12
2023-03-07,Mañana,Línea-5,115,106,4,0
2023-03-07,Tarde,Línea-1,122,110,4,35
2023-03-07,Tarde,Línea-2,123,114,0,39
2023-03-07,Tarde,Línea-3,145,132,13,5
2023-03-07,Tarde,Línea-4,111,101,8,41
2023-03-07,Tarde,Línea-5,132,132,2,21
2023-03-07,Noche,Línea-1,91,90,2,4
2023-03-07,Noche,Línea-2,122,112,1,18
2023-03-07,Noche,Línea-3,83,81,4,1
2023-03-07,Noche,Línea-4,82,77,7,29
2023-03-07,Noche,Línea-5,98,92,5,51
2023-03-08,Mañana,Línea-1,146,133,8,24
2023-03-08,Mañana,Línea-2,116,107,8,55
2023-03-08,Mañana,Línea-3,104,103,1,40
2023-03-08,Mañana,Línea-4,146,132,7,45
2023-03-08,Mañana,Línea-5,142,135,9,41
2023-03-08,Tarde,Línea-1,127,122,2,21
2023-03-08,Tarde,Línea-2,132,129,5,26
2023-03-08,Tarde,Línea-3,139,124,4,8
2023-03-08,Tarde,Línea-4,143,131,10,40
2023-03-08,Tarde,Línea-5,90,78,4,54
2023-03-08,Noche,Línea-1,144,138,13,45
2023-03-08,Noche,Línea-2,118,111,5,32
2023-03-08,Noche,Línea-3,120,105,3,15
2023-03-08,Noche,Línea-4,126,126,0,50
2023-03-08,Noche,Línea-5,92,88,3,54
2023-03-09,Mañana,Línea-1,118,105,7,49
2023-03-09,Mañana,Línea-2,112,100,10,39
2023-03-09,Mañana,Línea-3,120,116,6,20
2023-03-09,Mañana,Línea-4,93,80,8,28
2023-03-09,Mañana,Línea-5,125,120,7,29
2023-03-09,Tarde,Línea-1,119,118,11,37
2023-03-09,Tarde,Línea-2,114,108,7,22
2023-03-09,Tarde,Línea-3,98,95,0,4
2023-03-09,Tarde,Línea-4,85,81,8,29
2023-03-09,Tarde,Línea-5,80,77,1,19
2023-03-09,Noche,Línea-1,129,119,3,47
2023-03-09,Noche,Línea-2,95,83,7,47
2023-03-09,Noche,Línea-3,136,133,2,4
2023-03-09,Noche,Línea-4,81,77,2,40
2023-03-09,Noche,Línea-5,113,105,0,37
2023-03-10,Mañana,Línea-1,90,89,7,10
2023-03-10,Mañana,Línea-2,139,126,8,57
2023-03-10,Mañana,Línea-3,116,104,7,53
2023-03-10,Mañana,Línea-4,105,105,0,52
2023-03-10,Mañana,Línea-5,122,111,0,35
2023-03-10,Tarde,Línea-1,90,83,7,16
2023-03-10,Tarde,Línea-2,147,140,13,56
2023-03-10,Tarde,Línea-3,96,94,7,51
2023-03-10,Tarde,Línea-4,99,99,7,40
2023-03-10,Tarde,Línea-5,83,75,0,18
2023-03-10,Noche,Línea-1,139,130,9,34
2023-03-10,Noche,Línea-2,104,104,4,9
2023-03-10,Noche,Línea-3,147,138,6,38
2023-03-10,Noche,Línea-4,105,95,6,34
2023-03-10,Noche,Línea-5,108,106,9,3
2023-03-11,Mañana,Línea-1,115,113,3,60
2023-03-11,Mañana,Línea-2,82,71,2,40
2023-03-11,Mañana,Línea-3,121,114,8,59
2023-03-11,Mañana,Línea-4,146,136,1,57
2023-03-11,Mañana,Línea-5,149,143,8,32
2023-03-11,Tarde,Línea-1,91,84,5,15
2023-03-11,Tarde,Línea-2,127,113,3,11
2023-03-11,Tarde,Línea-3,131,131,6,11
2023-03-11,Tarde,Línea-4,84,79,3,29
2023-03-11,Tarde,Línea-5,129,117,1,46
2023-03-11,Noche,Línea-1,93,83,2,11
2023-03-11,Noche,Línea-2,134,122,12,37
2023-03-11,Noche,Línea-3,143,142,13,23
2023-03-11,Noche,Línea-4,82,69,2,10
2023-03-11,Noche,Línea-5,82,73,1,58
2023-03-12,Mañana,Línea-1,90,88,7,47
2023-03-12,Mañana,Línea-2,81,68,2,58
2023-03-12,Mañana,Línea-3,84,74,3,23
2023-03-12,Mañana,Línea-4,116,105,8,32
2023-03-12,Mañana,Línea-5,84,78,0,50
2023-03-12,Tarde,Línea-1,102,93,2,14
2023-03-12,Tarde,Línea-2,132,132,5,33
2023-03-12,Tarde,Línea-3,117,117,4,7
2023-03-12,Tarde,Línea-4,123,120,0,43
2023-03-12,Tarde,Línea-5,105,97,2,20
2023-03-12,Noche,Línea-1,93,93,5,46
2023-03-12,Noche,Línea-2,145,144,9,24
2023-03-12,Noche,Línea-3,142,141,0,51
2023-03-12,Noche,Línea-4,94,86,1,59
2023-03-12,Noche,Línea-5,82,72,3,42
2023-03-13,Mañana,Línea-1,130,123,4,60
2023-03-13,Mañana,Línea-2,132,117,7,0
2023-03-13,Mañana,Línea-3,149,136,4,58
2023-03-13,Mañana,Línea-4,128,123,4,29
2023-03-13,Mañana,Línea-5,104,102,7,40
2023-03-13,Tarde,Línea-1,123,117,8,38
2023-03-13,Tarde,Línea-2,105,97,4,55
2023-03-13,Tarde,Línea-3,104,98,8,18
2023-03-13,Tarde,Línea-4,125,110,10,40
2023-03-13,Tarde,Línea-5,110,105,5,13
2023-03-13,Noche,Línea-1,135,126,8,50
2023-03-13,Noche,Línea-2,98,92,8,16
2023-03-13,Noche,Línea-3,110,99,6,9
2023-03-13,Noche,Línea-4,111,108,7,46
2023-03-13,Noche,Línea-5,138,129,6,52
2023-03-14,Mañana,Línea-1,131,123,0,0
2023-03-14,Mañana,Línea-2,141,128,0,23
2023-03-14,Mañana,Línea-3,89,77,6,11
2023-03-14,Mañana,Línea-4,147,146,5,23
2023-03-14,Mañana,Línea-5,148,145,5,25
